CourseCode,CourseName,College,Survey1_Median,Survey1_Std,Survey1_Q1,Survey1_Q3,Survey2_Median,Survey2_Std,Survey2_Q1,Survey2_Q3,Survey3_Median,Survey3_Std,Survey3_Q1,Survey3_Q3,Survey4_Median,Survey4_Std,Survey4_Q1,Survey4_Q3,Survey5_Median,Survey5_Std,Survey5_Q1,Survey5_Q3,Survey6_Median,Survey6_Std,Survey6_Q1,Survey6_Q3,Survey7_Median,Survey7_Std,Survey7_Q1,Survey7_Q3
HAA01101,국어사,인문대학,3.0,1.1832159566199232,2.5,4.5,4.0,0.833809387832792,3.5,5.0,4.0,0.8618916073713346,3.0,4.5,3.0,0.816496580927726,3.0,4.0,4.0,0.6546536707079771,4.0,4.0,4.0,0.6761234037828132,4.0,5.0,4.0,0.7237468644557459,4.0,5.0
HAA01102,현대문학사,인문대학,4.0,0.9459053029269173,3.0,4.0,4.0,0.8752610304046612,4.0,5.0,4.0,0.8819171036881969,3.5,5.0,4.0,0.9334586382051248,3.0,4.5,4.0,0.8752610304046612,3.0,4.5,4.0,0.898341551894183,4.0,5.0,4.0,0.898341551894183,4.0,5.0
HAA01103,고전문학사,인문대학,3.0,0.8876253645985945,3.0,4.25,4.0,0.8348471099367218,3.75,5.0,4.0,0.7537783614444091,4.0,5.0,4.0,0.7537783614444091,4.0,5.0,4.5,0.5222329678670934,4.0,5.0,5.0,0.492365963917331,4.0,5.0,5.0,0.4923659639173308,4.0,5.0
HAA01107,현대문학입문,인문대학,3.0,0.936585811581694,3.0,3.0,3.0,0.8719139396343283,3.0,4.0,4.0,0.9612370197756299,3.0,4.0,3.0,1.0651304727481081,3.0,4.0,4.0,1.1572300058975777,3.0,5.0,4.0,1.067872125861979,3.0,5.0,4.0,0.9459053029269173,3.0,4.0
HAA01214,고전시가론,인문대학,3.0,1.0465362369445672,3.0,4.0,4.0,0.9611501047232547,3.5,4.0,4.0,1.0327955589886444,4.0,4.5,4.0,1.0555973258234952,3.0,4.0,4.0,1.0823255385643318,3.0,4.5,4.0,1.1338934190276817,3.5,5.0,4.0,1.1254628677422753,4.0,5.0
HAA01216,현대소설교육론,인문대학,3.0,1.0488088481701516,3.0,3.0,4.0,1.2071217242444348,3.0,4.0,3.0,1.2031704150364766,3.0,4.0,3.0,1.0281745265969475,3.0,4.0,3.0,1.121223821162776,3.0,4.0,3.0,1.1233453440081378,3.0,4.0,3.0,1.1670067531530235,3.0,4.0
HAA01293,소셜미디어와언어,인문대학,4.0,1.0032626514091003,3.0,4.75,4.0,0.8323523637957303,3.25,5.0,4.0,0.8574929257125442,3.25,5.0,4.0,0.9633818428657442,3.0,5.0,4.0,0.872604096080652,3.0,5.0,4.0,0.8084520834544431,4.0,5.0,4.5,0.8782037520219095,3.25,5.0
HAA01325,고전문학강독,인문대학,3.0,1.2776356840572631,3.0,4.0,4.0,1.0880365478290537,3.0,5.0,5.0,1.0914103126634982,4.0,5.0,4.0,1.1440382552221602,3.0,5.0,5.0,1.0914103126634982,4.0,5.0,5.0,1.1311108542958477,4.0,5.0,5.0,1.0914103126634982,4.0,5.0
HAA01343,국어생활과어문규범,인문대학,4.0,1.036018017861337,3.0,4.0,4.0,0.9128709291752772,3.0,4.0,4.0,0.9521904571390467,3.0,4.0,4.0,0.7371114795831996,3.0,4.0,4.0,0.9363047936792092,3.0,4.0,4.0,0.8906926143924926,3.0,4.0,4.0,0.8812869377601522,4.0,4.0
HAA01350,국어교육론,인문대학,4.0,0.9275204136012634,3.0,5.0,4.0,0.7717436331412898,4.0,5.0,4.0,0.7717436331412898,4.0,5.0,4.0,0.9926198253344827,3.0,5.0,4.0,0.701888209634219,4.0,5.0,5.0,0.6242642728467979,4.0,5.0,4.0,0.6183469424008423,4.0,5.0
HAA01352,국어논리및논술,인문대학,3.0,1.4960264830861913,2.5,4.5,4.0,1.3972762620115438,3.0,4.5,4.0,1.3801311186847083,3.5,4.5,4.0,1.3972762620115438,3.0,4.5,4.0,1.3972762620115438,3.0,4.5,4.0,1.3801311186847083,3.5,4.5,4.0,1.4638501094227998,3.5,5.0
HAA01353,국문취업세미나,인문대학,4.0,1.4142135623730951,3.5,4.5,4.0,1.4142135623730951,3.5,4.5,4.0,1.4142135623730951,3.5,4.5,3.5,2.1213203435596424,2.75,4.25,4.0,1.4142135623730951,3.5,4.5,4.0,1.4142135623730951,3.5,4.5,4.0,1.4142135623730951,3.5,4.5
HAA01354,고전문학비평의시각과전개,인문대학,3.0,1.0677078252031311,3.0,4.0,4.0,0.9363047936792093,3.0,4.0,4.0,0.9363047936792092,3.0,4.0,3.0,0.918331820930394,3.0,4.0,4.0,0.971253485622231,3.0,5.0,4.0,0.971253485622231,3.0,5.0,4.0,0.9539392014169458,3.0,5.0
HAA01357,현대문화와이미지의예술,인문대학,4.0,1.138728807356386,3.0,4.75,4.0,0.8644378215075665,3.0,4.75,4.0,0.7703288865196432,3.0,4.0,4.0,0.7703288865196434,3.0,4.0,4.0,0.6629935441317958,4.0,4.75,4.0,0.8017837257372733,4.0,5.0,4.0,0.9168747682531898,3.25,4.75
HAA01460,한국어교육의체계와이해,인문대학,4.0,0.9979144919948468,3.0,5.0,4.0,0.8539125638299664,3.0,5.0,4.0,0.7187952884282609,4.0,5.0,4.0,0.8539125638299663,3.0,5.0,4.0,0.806225774829855,3.75,5.0,4.0,0.8062257748298548,3.75,5.0,4.0,0.8062257748298548,3.75,5.0
HAB01101,영어학개론,인문대학,3.0,1.1411388181101378,2.25,3.75,3.5,1.2774459408789602,2.25,4.0,3.0,1.1578684470436789,3.0,4.0,3.0,1.0894095588038444,3.0,4.0,3.5,1.0163498575623617,3.0,4.0,3.5,1.1602387022306428,3.0,4.0,3.5,1.222499691004253,3.0,4.0
HAB01102,영문학개론,인문대학,3.0,1.1659661762602749,3.0,3.75,4.0,0.8323523637957303,4.0,5.0,4.0,0.9235481451827988,4.0,5.0,4.0,0.802365782965103,3.0,4.75,4.5,0.9428090415820632,4.0,5.0,5.0,0.6978023391872251,4.25,5.0,5.0,0.7859052479933758,4.0,5.0
HAB01218,중급영어회화,인문대학,4.0,0.8944271909999159,3.75,5.0,5.0,0.6324555320336761,4.0,5.0,5.0,0.8062257748298549,4.0,5.0,4.0,0.997914491994847,3.0,5.0,5.0,0.9574271077563381,4.0,5.0,5.0,1.0144785195688801,3.75,5.0,5.0,0.8850612031567835,3.75,5.0
HAB01250,멀티미디어영어,인문대학,3.5,0.7932002689527196,3.0,4.0,4.5,0.8563488385776752,3.75,5.0,4.5,0.6291528696058958,4.0,5.0,4.0,0.6324555320336759,4.0,4.0,4.0,0.8944271909999159,3.75,5.0,4.0,0.6551081335677846,4.0,5.0,5.0,0.6324555320336759,4.0,5.0
HAB01253,언어와사고,인문대학,4.0,1.2041594578792294,2.75,5.0,5.0,0.8062257748298549,4.0,5.0,5.0,0.806225774829855,4.0,5.0,4.0,0.7719024117939607,3.0,4.25,5.0,0.7302967433402217,4.0,5.0,5.0,0.8062257748298549,4.0,5.0,5.0,0.816496580927726,4.0,5.0
HAB01254,영어어휘연습,인문대학,4.0,0.9816498172140428,3.0,4.5,4.0,0.8738628975053029,3.5,5.0,4.0,0.7507571935295482,4.0,5.0,4.0,0.8944271909999159,3.0,5.0,4.0,0.7862453931068966,4.0,5.0,5.0,0.6466697906828633,5.0,5.0,5.0,0.8090398349558905,4.0,5.0
HAB01260,영어문법,인문대학,3.0,0.7559289460184544,3.0,4.0,4.0,0.8644378215075663,3.25,4.0,4.0,0.6793662204867574,4.0,4.0,4.0,0.892582375303981,3.0,4.0,4.0,0.6112498455021265,4.0,5.0,4.0,0.6112498455021267,4.0,5.0,4.0,0.7262730392025631,4.0,5.0
HAB01261,영어회화,인문대학,4.0,0.7717436331412898,3.0,4.0,4.0,0.5557189302262113,4.0,4.0,4.0,0.8993461677306268,4.0,4.0,4.0,0.9314757424772421,3.0,4.0,4.0,0.8269362305593853,4.0,4.0,4.0,0.562295714538387,4.0,5.0,4.0,0.8313702367707395,4.0,5.0
HAB01263,영어독해,인문대학,4.0,0.8920949127381756,3.0,4.0,4.0,0.9287087810503354,3.0,5.0,3.5,0.9639329160614168,3.0,4.0,3.0,0.8062257748298548,3.0,4.0,4.0,0.75,4.0,5.0,4.0,0.6551081335677849,4.0,5.0,4.0,0.9287087810503355,3.75,5.0
HAB01266,영미문학과신화,인문대학,3.0,0.9837698055454995,3.0,4.0,4.0,0.9242113755341179,3.0,4.0,4.0,0.8833476270999034,3.0,4.0,3.0,0.8897565210026093,3.0,4.0,4.0,0.9272801544562919,3.0,5.0,4.0,0.8992842271563096,3.0,5.0,4.0,0.8758113121817134,3.0,4.0
HAB01311,중급영작문,인문대학,4.0,1.028991510855053,3.0,4.0,4.5,0.6156987634551992,4.0,5.0,4.0,0.7859052479933757,4.0,5.0,4.0,0.7253576985527025,4.0,4.75,5.0,0.5016313257045503,4.0,5.0,5.0,0.3834824944236852,5.0,5.0,5.0,0.6076849889141857,4.0,5.0
HAB01313,고급영어회화,인문대학,4.0,0.6324555320336759,4.0,4.75,5.0,0.5163977794943221,4.0,5.0,5.0,0.5163977794943221,4.0,5.0,5.0,0.7071067811865476,4.0,5.0,5.0,0.5163977794943221,4.0,5.0,5.0,0.7071067811865475,4.0,5.0,5.0,0.5163977794943221,4.0,5.0
HAB01320,영어음성음운론,인문대학,3.0,0.8401680504168059,3.0,3.75,4.0,0.8084520834544433,4.0,5.0,4.0,0.7859052479933758,4.0,5.0,4.0,0.6859943405700354,3.0,4.0,4.0,0.6859943405700353,4.0,5.0,5.0,0.7071067811865476,4.0,5.0,5.0,0.7071067811865476,4.0,5.0
HAB01321,영국문학사,인문대학,3.0,0.7539370349250517,3.0,4.0,4.0,0.6155870112510925,3.0,4.0,4.0,0.5871429486123999,3.75,4.0,4.0,0.5982430416161189,3.0,4.0,4.0,0.7451598203705947,3.0,4.0,4.0,0.8255779474818966,3.0,5.0,4.0,0.7947194142390263,3.0,5.0
HAB01343,영미희곡,인문대학,3.0,0.9384464919119354,3.0,4.0,4.0,0.9139076937674137,3.0,5.0,4.0,0.8638357026727487,3.0,5.0,4.0,0.8199685877205815,3.0,4.0,4.0,0.7699370300894941,3.0,5.0,4.0,0.8660254037844385,3.0,5.0,4.0,1.014105068969232,3.0,5.0
HAB01355,영어교재연구및지도법,인문대학,4.0,0.7817359599705717,4.0,5.0,5.0,0.7264831572567789,4.0,5.0,5.0,0.7264831572567789,4.0,5.0,4.0,0.7071067811865476,4.0,5.0,5.0,0.7264831572567789,4.0,5.0,5.0,0.7264831572567789,4.0,5.0,5.0,0.7071067811865475,5.0,5.0
HAB01413,영미문화,인문대학,4.0,0.9999999999999996,3.0,5.0,5.0,0.6504436355879912,4.0,5.0,5.0,0.6504436355879912,4.0,5.0,4.0,0.8006407690254355,4.0,5.0,5.0,0.6504436355879912,4.0,5.0,5.0,0.6304251719561151,5.0,5.0,5.0,0.6304251719561154,5.0,5.0
HAB01445,문학과영화,인문대학,4.0,0.8604639986831942,3.0,4.0,4.0,0.7175904044928411,4.0,5.0,4.0,0.8382736442849095,4.0,5.0,4.0,0.7618200860621478,3.0,4.0,4.0,0.6488856845230501,4.0,4.75,5.0,0.7259662712736916,4.0,5.0,4.5,0.8089119538462708,4.0,5.0
HAB01450,현대시사영어,인문대학,4.0,0.8549819600709616,3.0,4.0,4.0,0.898341551894183,3.0,4.5,4.0,1.1470786693528088,3.0,5.0,4.0,0.8056815791722828,3.0,4.0,4.0,1.0485300208760657,3.0,5.0,4.0,1.067872125861979,3.0,5.0,4.0,1.1496249070460265,3.0,5.0
HAB01451,영어학세미나,인문대학,3.0,1.2631659571466127,3.0,5.0,4.0,0.7524469885568252,4.0,5.0,4.0,0.8089572082044156,4.0,5.0,4.0,0.8269362305593853,3.0,5.0,4.0,0.6359337738364607,4.0,5.0,4.0,1.0880365478290537,4.0,5.0,4.0,0.8828430011649196,4.0,5.0
HAB01457,영문학세미나,인문대학,3.0,0.8151785872017603,3.0,4.0,4.0,0.6688137468361348,3.0,4.0,4.0,0.7549122287513162,3.0,4.0,4.0,0.7199163631231569,3.0,4.0,4.0,0.8920195764282209,3.0,5.0,4.0,0.816496580927726,3.0,5.0,4.0,0.7347005827114602,3.0,4.0
HAB01476,응용언어학,인문대학,3.0,0.9880869341680842,3.0,5.0,4.0,1.050062654772261,3.0,5.0,4.0,0.6958523739384594,4.0,5.0,4.0,0.8255779474818965,3.0,5.0,4.0,0.7163503994113789,4.0,5.0,5.0,0.9333020044867297,4.0,5.0,4.0,0.7677718959499144,4.0,5.0
HAC01109,중국대중문화,인문대학,3.5,0.9574271077563381,2.75,4.0,3.5,0.9574271077563381,3.0,4.25,3.0,0.816496580927726,2.75,3.25,3.5,0.9574271077563381,3.0,4.25,3.5,0.9574271077563382,2.75,4.0,3.5,1.2909944487358054,2.75,4.25,3.0,1.2583057392117916,2.75,3.5
HAC01115,초급중국어회화1,인문대학,3.0,1.2583057392117916,2.75,3.5,4.0,0.8164965809277259,3.75,4.25,4.0,0.8164965809277259,3.75,4.25,4.0,1.1547005383792515,3.0,5.0,4.0,0.8164965809277259,3.75,4.25,4.5,0.9574271077563382,3.75,5.0,4.5,0.9574271077563382,3.75,5.0
HAC01209,중국문학개론,인문대학,4.0,1.3333333333333335,3.0,4.0,4.0,0.6009252125773314,4.0,4.0,4.0,0.4999999999999999,4.0,5.0,4.0,1.0,3.0,4.0,4.0,0.5270462766947298,4.0,5.0,4.0,0.49999999999999994,4.0,5.0,4.0,0.4999999999999999,4.0,5.0
HAC01222,중국어청취1,인문대학,4.5,0.957427107756338,3.75,5.0,4.5,0.9574271077563381,3.75,5.0,4.5,0.9574271077563381,3.75,5.0,4.0,1.1547005383792515,3.0,5.0,4.0,0.816496580927726,3.75,4.25,5.0,0.9999999999999999,4.5,5.0,4.5,0.9574271077563381,3.75,5.0
HAC01225,중국음운의이해,인문대학,3.0,0.9428090415820635,3.0,3.75,3.0,0.6749485577105528,3.0,4.0,3.0,0.9944289260117533,3.0,4.0,3.0,0.6324555320336759,3.0,3.75,3.5,0.6992058987801011,3.0,4.0,3.0,0.8432740427115678,3.0,4.0,3.0,0.8432740427115678,3.0,4.0
HAC01345,중국어문법,인문대학,3.0,0.985184366143778,3.0,4.0,4.0,0.9428090415820634,3.0,4.0,3.5,1.2897281468629185,3.0,4.0,4.0,0.7583952786593615,3.0,4.0,4.0,0.6076849889141857,4.0,5.0,4.0,0.7859052479933757,4.0,5.0,4.0,0.7253576985527025,4.0,4.75
HAC01346,중국어작문,인문대학,3.5,1.378404875209022,2.25,4.75,4.0,0.7527726527090812,4.0,4.75,4.0,1.0327955589886444,3.25,4.0,4.0,0.6324555320336759,4.0,4.0,4.5,0.816496580927726,4.0,5.0,4.5,0.816496580927726,4.0,5.0,5.0,1.0327955589886444,3.5,5.0
HAC01351,중국어교재연구및지도법,인문대학,4.0,1.4142135623730951,3.5,4.5,4.5,0.7071067811865476,4.25,4.75,5.0,0.0,5.0,5.0,4.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0
HAC01358,중국영화의안과밖,인문대학,3.0,1.2360330811826103,3.0,5.0,4.0,0.927960727138337,3.0,5.0,4.0,0.8333333333333334,4.0,5.0,5.0,1.3228756555322954,3.0,5.0,5.0,0.7264831572567789,4.0,5.0,5.0,0.7264831572567789,4.0,5.0,5.0,0.7264831572567789,4.0,5.0
HAC01393,현대문학과중국인,인문대학,3.0,1.2535663410560176,3.0,5.0,5.0,0.9511897312113419,3.5,5.0,5.0,0.7867957924694432,4.0,5.0,5.0,0.9511897312113419,3.5,5.0,5.0,0.7867957924694432,4.0,5.0,5.0,0.7867957924694432,4.0,5.0,5.0,0.7867957924694432,4.0,5.0
HAC01413,통역의실제,인문대학,4.5,1.1547005383792515,3.0,5.0,5.0,0.7071067811865474,4.0,5.0,5.0,1.0593499054713802,4.0,5.0,5.0,0.8498365855987975,4.25,5.0,5.0,0.6749485577105528,5.0,5.0,5.0,0.6749485577105528,5.0,5.0,5.0,0.6992058987801011,4.25,5.0
HAC01415,인터뷰중국어,인문대학,4.0,0.7888106377466155,3.0,4.0,4.0,0.632455532033676,4.0,4.75,4.0,0.7378647873726218,4.0,4.75,4.0,0.8755950357709131,3.25,5.0,5.0,0.699205898780101,4.25,5.0,5.0,0.699205898780101,4.25,5.0,5.0,0.6992058987801011,4.25,5.0
HAC01424,비즈니스중국어실용문,인문대학,4.0,1.0954451150103324,3.0,5.0,4.5,0.8164965809277259,4.0,5.0,4.5,0.8164965809277259,4.0,5.0,4.0,0.7527726527090809,4.0,4.75,5.0,0.5163977794943223,4.25,5.0,5.0,0.5163977794943223,4.25,5.0,5.0,0.8366600265340756,4.25,5.0
HAC01515,시사중국어독해,인문대학,3.0,0.7867957924694432,3.0,3.5,4.0,0.7559289460184545,3.0,4.0,4.0,0.9511897312113419,3.5,4.0,4.0,0.6900655593423541,4.0,4.5,4.0,0.48795003647426655,4.0,4.5,4.0,0.48795003647426655,4.0,4.5,4.0,0.48795003647426655,4.0,4.5
HAC01517,중급중국어회화1,인문대학,4.5,1.8929694486000914,3.25,5.0,5.0,1.0,4.5,5.0,4.0,0.816496580927726,3.75,4.25,4.5,0.9574271077563381,3.75,5.0,4.5,0.5773502691896257,4.0,5.0,5.0,0.4999999999999999,4.75,5.0,5.0,0.4999999999999999,4.75,5.0
HAD01101,초급일본어회화1,인문대학,3.5,1.378404875209022,2.25,4.75,4.5,0.5477225575051661,4.0,5.0,4.5,0.5477225575051661,4.0,5.0,4.5,0.8164965809277259,4.0,5.0,4.5,0.5477225575051661,4.0,5.0,5.0,0.5163977794943223,4.25,5.0,5.0,0.5163977794943223,4.25,5.0
HAD01103,중급일본어회화1,인문대학,4.0,0.674199862463242,4.0,5.0,4.0,0.5222329678670936,4.0,5.0,4.0,0.674199862463242,4.0,5.0,4.0,0.6030226891555273,4.0,4.5,4.0,0.674199862463242,4.0,5.0,5.0,0.4670993664969137,4.5,5.0,5.0,0.6741998624632421,4.5,5.0
HAD01216,전공기초일본어1,인문대학,5.0,1.0690449676496976,3.0,5.0,5.0,0.5345224838248487,4.0,5.0,5.0,0.4879500364742668,4.5,5.0,5.0,1.0690449676496976,3.0,5.0,5.0,0.786795792469443,4.5,5.0,5.0,0.0,5.0,5.0,5.0,0.3779644730092273,5.0,5.0
HAD01241,일어학의이해,인문대학,3.0,1.4142135623730951,2.0,4.0,3.0,1.2401124093721456,3.0,4.25,3.5,1.1645001528813153,3.0,4.0,4.0,0.8528028654224418,3.0,5.0,4.0,1.0836246694508318,3.75,5.0,4.0,1.337115846843043,3.0,5.0,4.0,1.2309149097933274,3.0,4.25
HAD01242,기초일본어작문,인문대학,4.0,1.6733200530681511,3.0,5.0,4.0,0.8366600265340756,4.0,5.0,4.0,0.8366600265340755,4.0,5.0,4.0,1.0,3.0,5.0,5.0,0.5477225575051663,4.0,5.0,4.0,0.547722557505166,4.0,5.0,4.0,1.0,3.0,5.0
HAD01243,JLPT일본어기초,인문대학,4.0,1.1411388181101378,3.25,5.0,5.0,0.5135525910130955,4.0,5.0,4.5,0.6462061726588639,4.0,5.0,4.0,0.8644378215075663,3.25,5.0,5.0,0.6333236937766508,4.25,5.0,5.0,0.46880723093849536,4.25,5.0,5.0,0.46880723093849536,4.25,5.0
HAD01285,일본의역사,인문대학,4.0,0.8345229603962802,3.75,5.0,4.5,0.7440238091428449,4.0,5.0,4.5,0.5345224838248486,4.0,5.0,4.0,0.8345229603962802,3.75,5.0,4.5,0.5345224838248488,4.0,5.0,5.0,0.5175491695067657,4.0,5.0,5.0,0.5175491695067655,4.0,5.0
HAD01286,일본어독해1,인문대학,3.5,1.2110601416389968,3.0,4.75,4.5,1.1690451944500122,4.0,5.0,4.5,0.983192080250175,3.25,5.0,4.0,0.8944271909999159,3.25,4.75,5.0,0.5163977794943222,4.25,5.0,4.5,0.5477225575051662,4.0,5.0,4.5,0.8164965809277259,4.0,5.0
HAD01341,일한번역입문,인문대학,4.0,0.8366600265340756,3.0,4.0,5.0,0.547722557505166,4.0,5.0,5.0,0.547722557505166,4.0,5.0,4.0,0.7071067811865476,4.0,4.0,5.0,0.8944271909999159,4.0,5.0,5.0,0.8944271909999159,4.0,5.0,5.0,0.8944271909999159,4.0,5.0
HAD01354,일본어교재연구및지도법,인문대학,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0
HAD01376,일문취업세미나,인문대학,4.0,1.4142135623730951,3.5,4.5,4.5,0.7071067811865476,4.25,4.75,4.5,0.7071067811865476,4.25,4.75,4.0,1.4142135623730951,3.5,4.5,4.5,0.7071067811865476,4.25,4.75,4.5,0.7071067811865476,4.25,4.75,4.5,0.7071067811865476,4.25,4.75
HAD01379,커뮤니케이션일본어,인문대학,5.0,,5.0,5.0,5.0,,5.0,5.0,3.0,,3.0,3.0,5.0,,5.0,5.0,4.0,,4.0,4.0,4.0,,4.0,4.0,3.0,,3.0,3.0
HAD01380,일본어어휘의이해,인문대학,4.0,0.5773502691896257,4.0,4.5,4.0,1.0,3.5,4.5,4.0,1.0,3.5,4.5,4.0,0.5773502691896257,4.0,4.5,4.0,0.5773502691896257,4.0,4.5,5.0,0.5773502691896258,4.5,5.0,5.0,0.5773502691896258,4.5,5.0
HAD01414,비지니스일본어회화,인문대학,4.5,0.816496580927726,4.0,5.0,5.0,0.5163977794943222,4.25,5.0,5.0,0.5163977794943222,4.25,5.0,5.0,0.5163977794943222,4.25,5.0,5.0,0.40824829046386313,5.0,5.0,5.0,0.40824829046386313,5.0,5.0,5.0,0.5163977794943222,4.25,5.0
HAD01452,일본의문화콘텐츠,인문대학,4.5,0.5773502691896257,4.0,5.0,4.0,0.4999999999999999,4.0,4.25,3.5,0.9574271077563381,3.0,4.25,4.0,0.8164965809277259,3.75,4.25,4.5,0.9574271077563382,3.75,5.0,4.5,0.5773502691896258,4.0,5.0,4.5,0.5773502691896258,4.0,5.0
HAD01478,일본의근현대문학,인문대학,4.0,0.8997354108424372,3.5,5.0,5.0,0.48795003647426666,4.5,5.0,5.0,0.48795003647426666,4.5,5.0,4.0,0.7559289460184544,4.0,5.0,5.0,0.5345224838248489,4.0,5.0,5.0,0.7867957924694431,4.0,5.0,5.0,0.48795003647426666,4.5,5.0
HAD01483,일본서브컬쳐탐색,인문대학,3.0,0.7867957924694432,3.0,4.0,4.0,0.6900655593423541,4.0,4.5,4.0,0.6900655593423541,4.0,4.5,4.0,0.7559289460184544,3.0,4.0,4.0,0.8997354108424375,3.5,5.0,4.0,0.8997354108424375,3.5,5.0,4.0,0.7559289460184545,4.0,5.0
HAD01486,글로벌일본기업연구,인문대학,3.0,0.983192080250175,3.0,3.0,4.5,0.8164965809277259,4.0,5.0,4.5,0.9831920802501749,3.25,5.0,4.5,0.8164965809277259,4.0,5.0,5.0,0.5163977794943224,4.25,5.0,5.0,0.5163977794943224,4.25,5.0,5.0,0.5163977794943224,4.25,5.0
HAE01241,동양중세사,인문대학,3.0,1.3017082793177759,3.0,4.0,4.0,0.7817359599705715,3.0,4.0,4.0,0.7817359599705715,4.0,5.0,3.0,0.7264831572567789,3.0,4.0,4.0,0.927960727138337,3.0,5.0,4.0,0.8333333333333334,4.0,5.0,5.0,0.97182531580755,3.0,5.0
HAE01261,서양사사료이해,인문대학,3.0,1.2557559782549623,2.0,4.0,3.0,1.0500305245868342,3.0,4.0,3.0,1.0377490433255416,2.0,3.0,4.0,0.6504436355879908,3.0,4.0,4.0,1.2506408613597126,3.0,5.0,4.0,1.1657505560686465,3.0,5.0,3.0,0.9607689228305227,3.0,4.0
HAE01279,동아시아사회경제사,인문대학,3.0,1.1547005383792515,3.0,4.0,4.0,1.0,3.5,4.5,4.0,1.0,3.5,4.5,4.0,1.0,3.5,4.5,4.0,1.0,3.5,4.5,4.0,1.0,3.5,4.5,5.0,1.1547005383792517,4.0,5.0
HAE01281,한국중세사,인문대학,3.0,0.8366600265340756,3.0,4.0,4.0,0.44721359549995804,4.0,4.0,4.0,1.6431676725154984,4.0,5.0,4.0,0.5477225575051661,3.0,4.0,5.0,0.8944271909999159,4.0,5.0,4.0,1.0,3.0,5.0,4.0,0.5477225575051661,4.0,5.0
HAE01283,서양중세사,인문대학,3.0,0.9405399431259601,3.0,4.0,4.5,1.071611705960535,3.0,5.0,4.0,0.9972489631508746,3.25,5.0,3.0,1.0163498575623617,3.0,4.75,4.5,0.744946343668492,4.0,5.0,4.5,0.7449463436684919,4.0,5.0,5.0,0.9138735334633754,3.25,5.0
HAE01311,한국현대사,인문대학,3.0,0.9161253813129043,3.0,4.25,3.5,1.0606601717798212,3.0,4.25,3.5,1.164964745021435,3.0,5.0,3.0,1.0606601717798212,3.0,3.5,3.5,1.164964745021435,3.0,5.0,3.5,1.164964745021435,3.0,5.0,4.0,0.9258200997725514,3.0,5.0
HAE01351,동양현대사,인문대학,3.5,1.1952286093343938,2.75,4.25,4.0,0.9258200997725514,3.0,5.0,4.0,0.9910312089651148,3.75,4.25,3.5,1.164964745021435,3.0,5.0,4.0,0.7071067811865475,4.0,5.0,4.5,1.1259916264596033,3.75,5.0,4.5,0.8864052604279182,3.75,5.0
HAE01363,역사학개론,인문대학,3.0,0.4879500364742666,3.0,3.5,3.0,1.3972762620115438,3.0,4.5,3.0,1.3972762620115438,3.0,4.5,3.0,1.1338934190276817,3.0,4.5,5.0,0.9511897312113418,3.5,5.0,4.0,1.0,3.0,5.0,4.0,1.2149857925879117,3.0,5.0
HAE01364,사회교육론,인문대학,3.0,,3.0,3.0,3.0,,3.0,3.0,4.0,,4.0,4.0,3.0,,3.0,3.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0
HAE01413,한국근세사,인문대학,4.5,0.9574271077563381,3.75,5.0,4.0,1.4999999999999998,2.75,5.0,3.5,0.957427107756338,3.0,4.25,3.0,1.0,3.0,3.5,5.0,1.0,4.5,5.0,4.5,0.9574271077563381,3.75,5.0,4.5,1.4142135623730951,3.5,5.0
HAF01103,서지정보학입문,인문대학,3.0,1.1599949289950011,3.0,4.0,4.0,0.5144957554275265,4.0,5.0,5.0,0.6242642728467978,4.0,5.0,4.0,0.7071067811865476,4.0,4.0,5.0,0.6242642728467978,4.0,5.0,5.0,0.43723731609760297,5.0,5.0,5.0,0.4925921830718888,4.0,5.0
HAF01105,정보조직론,인문대학,3.0,1.3743685418725538,2.0,4.0,4.0,1.097578408394179,3.0,5.0,4.0,1.2163602113447687,2.5,4.0,3.0,0.8719139396343282,3.0,4.5,4.0,0.9112679939102143,3.5,5.0,4.0,0.9428090415820634,3.0,5.0,4.0,1.067872125861979,3.0,5.0
HAF01107,문헌정보학의이해,인문대학,3.0,1.12006493318265,3.0,4.0,4.0,0.7745966692414834,3.5,4.5,4.0,0.7507571935295482,3.0,4.0,3.0,0.9341987329938275,3.0,4.0,4.0,0.7507571935295484,3.0,4.0,4.0,0.7507571935295482,4.0,5.0,4.0,0.7507571935295482,4.0,5.0
HAF01217,정보조직연습1,인문대학,3.0,1.1690451944500122,2.25,3.75,2.0,1.224744871391589,2.0,3.5,2.5,0.9831920802501751,2.0,3.75,3.5,1.0488088481701516,3.0,4.0,2.5,1.6431676725154984,1.0,4.0,2.5,1.2110601416389966,2.0,3.75,2.0,1.505545305418162,1.25,2.75
